url,name
https://www.revolutionbeauty.com/intl/fr/maquillage/palette-yeux/makeup-revolution-mini-colour-reloaded-palette-heartbreaker-pink/1747424.html,Makeup Revolution Mini Colour Reloaded Palette Heartbreaker Pink
https://www.revolutionbeauty.com/intl/fr/maquillage/palette-yeux/reloaded-palette-iconic-fever/1148290.html,Reloaded Palette Iconic Fever
https://www.revolutionbeauty.com/intl/fr/maquillage/palette-yeux/i-heart-revolution-mini-chocolate-eyeshadow-palette-white-vanilla-cream/1668330.html,I Heart Revolution Mini Chocolate Eyeshadow Palette White Vanilla Cream
https://www.revolutionbeauty.com/intl/fr/maquillage/yeux/mascara/mascara-resistant-a-leau,Mascara Résistant à L'eau
https://www.revolutionbeauty.com/intl/fr/maquillage/yeux/mascara/mascara-allongeant,Mascara Allongeant
https://www.revolutionbeauty.com/intl/fr/maquillage/yeux/mascara/mascara-volumisant,Mascara Volumisant
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-wrap-lash-tubing-mascara-black-and-burgundy-duo/revolution-wrap-lash-tubing-mascara-black-burgundy-duo.html,Revolution Wrap Lash Tubing Mascara Black & Burgundy Duo
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-wrap-lash-tubing-mascara-day-and-night-duo/revolution-wrap-lash-tubing-mascara-day-night-duo.html,Revolution Wrap Lash Tubing Mascara Day & Night Duo
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-pout-bomb-gloss-and-liner-duo/revolution-pout-bomb-gloss-liner-duo.html,Revolution Pout Bomb Gloss & Liner Duo
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-beauty-mystic-muse-shimmer-makeup-set/1868730.html,Revolution Beauty Mystic Muse Shimmer Makeup Set
https://www.revolutionbeauty.com/intl/fr/maquillage/sourcils/makeup-revolution-colour-adapt-brow-tint-dark-brown/1694957.html,Makeup Revolution Colour Adapt Brow Tint Dark Brown
https://www.revolutionbeauty.com/intl/fr/maquillage/sourcils/makeup-revolution-colour-adapt-brow-tint-brown/1675284.html,Makeup Revolution Colour Adapt Brow Tint Brown
https://www.revolutionbeauty.com/intl/fr/maquillage/pinceaux/makeup-revolution-create-ultra-brow-builder-comb/1529754.html,Makeup Revolution Create Ultra Brow Builder Comb
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-cherry-icon-shadow-palette-and-brush-set/1868822.html,Revolution Cherry Icon Shadow Palette and Brush Set
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-pout-bomb-plumping-lip-gloss-trio-gift-set/1868761.html,Revolution Pout Bomb Plumping Lip Gloss Trio Gift Set
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-beauty-full-look-makeup-brush-gift-set/1868723.html,Revolution Beauty Full Look Makeup Brush Gift Set
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-jelly-blush-and-pout-duo/revolution-jelly-blush-pout-duo.html,Revolution Jelly Blush & Pout Duo
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-jelly-blush-and-bake-duo/revolution-jelly-blush-bake-duo.html,Revolution Jelly Blush & Bake Duo
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-jelly-blush-and-highlighter-gift-set/1868808.html,Revolution Jelly Blush & Highlighter Gift Set
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-beauty-all-about-the-jelly-makeup-set/1868747.html,Revolution Beauty All About The Jelly Makeup Set
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-ultimate-party-makeup-bundle/revolution-ultimate-party-makeup-bundle.html,Revolution Ultimate Party Makeup Bundle
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-juicy-peptide-mini-lip-balm-gift-set/1868877.html,Revolution Juicy Peptide Mini Lip Balm Gift Set
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-mini-matte-heroes-makeup-setting-duo/1868907.html,Revolution Mini Matte Heroes Makeup Setting Duo
https://www.revolutionbeauty.com/intl/fr/maquillage/pinceaux/makeup-revolution-create-ultimate-powder-brush-r12/1283298.html,Makeup Revolution Create Ultimate Powder Brush R12
https://www.revolutionbeauty.com/intl/fr/maquillage/ongles/revolution-truly-sinful-halloween-nail-stickers/1829151.html,Revolution Truly Sinful Halloween Nail Stickers
https://www.revolutionbeauty.com/intl/fr/maquillage/palette-yeux/revolution-reloaded-eyeshadow-palette-basic-mattes/1092715.html,Revolution Reloaded Eyeshadow Palette Basic Mattes
https://www.revolutionbeauty.com/intl/fr/maquillage/palette-yeux/relove-by-revolution-colour-play-dreamer-eyeshadow-palette/1479981.html,Relove by Revolution Colour Play Dreamer Eyeshadow Palette
https://www.revolutionbeauty.com/intl/fr/maquillage/palette-yeux/nudes-chocolate-palette/30012.html,Nudes Chocolate Palette
https://www.revolutionbeauty.com/intl/fr/maquillage/palette-yeux/i-heart-revolution-nudes-mini-chocolate-palette/30032-01.html,I Heart Revolution Nudes Mini Chocolate Palette
